id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
125510318,,6000.0,6000.0,6000.0, 36 months,10.42,194.79,B,B3,,,RENT,60000.0,Not Verified,Dec-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=125510318,,debt_consolidation,Debt consolidation,142xx,NY,14.64,0.0,Oct-2003,740.0,744.0,0.0,,,9.0,0.0,3564.0,29.7,35.0,w,3724.53,3724.53,2918.38,2918.38,2275.47,642.91,0.0,0.0,0.0,Mar-2019,194.79,Apr-2019,Mar-2019,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,24272.0,2.0,4.0,3.0,4.0,3.0,20708.0,91.0,0.0,0.0,2184.0,70.0,12000.0,1.0,0.0,0.0,4.0,3034.0,8036.0,30.7,0.0,0.0,102.0,170.0,26.0,3.0,0.0,46.0,,13.0,,0.0,3.0,3.0,3.0,8.0,16.0,5.0,19.0,3.0,9.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,34740.0,24272.0,11600.0,22740.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
120150704,,21000.0,21000.0,21000.0, 60 months,19.03,545.1,D,D3,ADMIN ASST,10+ years,RENT,61500.0,Not Verified,Oct-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=120150704,,debt_consolidation,Debt consolidation,072xx,NJ,23.16,0.0,Mar-2007,695.0,699.0,0.0,28.0,,14.0,0.0,19976.0,57.6,21.0,w,16898.97,16898.97,9244.5,9244.5,4101.03,5143.47,0.0,0.0,0.0,Mar-2019,545.1,Apr-2019,Mar-2019,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,42328.0,1.0,4.0,1.0,2.0,6.0,22352.0,53.0,0.0,1.0,7060.0,55.0,34700.0,1.0,1.0,0.0,3.0,3023.0,507.0,94.4,0.0,0.0,120.0,126.0,15.0,6.0,0.0,15.0,,3.0,28.0,0.0,2.0,8.0,2.0,4.0,7.0,10.0,14.0,8.0,14.0,0.0,0.0,0.0,1.0,95.2,100.0,0.0,0.0,77063.0,42328.0,9100.0,42363.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
19076510,,15000.0,15000.0,15000.0, 36 months,12.99,505.34,C,C1,Field Service Tech,10+ years,MORTGAGE,80000.0,Not Verified,Jun-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=19076510,,debt_consolidation,Debt consolidation,381xx,TN,21.49,0.0,May-1995,660.0,664.0,2.0,43.0,20.0,9.0,2.0,712.0,26.4,34.0,w,0.0,0.0,17900.08,17900.08,15000.0,2900.08,0.0,0.0,0.0,Jul-2016,5771.92,,Aug-2016,679.0,675.0,0.0,43.0,1.0,Individual,,,,0.0,95.0,331172.0,,,,,,,,,,,,2700.0,,,,1.0,36797.0,860.0,38.6,0.0,0.0,105.0,229.0,27.0,17.0,7.0,43.0,43.0,1.0,43.0,4.0,2.0,3.0,2.0,10.0,8.0,4.0,19.0,3.0,9.0,0.0,0.0,0.0,0.0,88.2,50.0,0.0,0.0,403463.0,35226.0,1400.0,45595.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
97285602,,24000.0,24000.0,24000.0, 36 months,13.99,820.15,C,C3,Manager,4 years,OWN,75000.0,Source Verified,Feb-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=97285602,,home_improvement,Home improvement,342xx,FL,9.43,0.0,Oct-2001,660.0,664.0,0.0,40.0,,7.0,0.0,1782.0,11.9,21.0,w,0.0,0.0,27328.641365877294,27328.64,24000.0,3328.64,0.0,0.0,0.0,Aug-2018,3561.22,,Feb-2019,709.0,705.0,0.0,40.0,1.0,Individual,,,,0.0,10139.0,7625.0,1.0,2.0,1.0,1.0,12.0,5843.0,28.0,2.0,4.0,429.0,21.0,15000.0,0.0,0.0,0.0,5.0,1089.0,2245.0,25.2,0.0,0.0,158.0,183.0,2.0,2.0,0.0,2.0,40.0,14.0,40.0,6.0,3.0,5.0,3.0,9.0,5.0,5.0,16.0,5.0,7.0,0.0,0.0,0.0,3.0,71.4,33.3,0.0,0.0,36256.0,7625.0,3000.0,21256.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
106788985,,12225.0,12225.0,12225.0, 36 months,23.99,479.56,E,E2,dental assistant,5 years,OWN,34000.0,Source Verified,May-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=106788985,,medical,Medical expenses,331xx,FL,32.58,1.0,Dec-2004,680.0,684.0,0.0,20.0,,14.0,0.0,15683.0,40.6,23.0,f,5805.91,5805.91,10534.03,10534.03,6419.09,4114.94,0.0,0.0,0.0,Mar-2019,479.56,Apr-2019,Mar-2019,709.0,705.0,0.0,60.0,1.0,Individual,,,,0.0,0.0,81303.0,1.0,1.0,0.0,0.0,31.0,14145.0,62.0,2.0,3.0,4460.0,49.0,38600.0,0.0,0.0,1.0,3.0,5807.0,14668.0,48.9,0.0,0.0,148.0,148.0,4.0,4.0,2.0,9.0,,7.0,20.0,1.0,6.0,9.0,7.0,10.0,3.0,12.0,18.0,9.0,14.0,0.0,0.0,0.0,2.0,91.3,14.3,0.0,0.0,114979.0,29828.0,28700.0,22901.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
44976189,,10000.0,10000.0,10000.0, 36 months,8.18,314.2,B,B1,Attorney/Shareholder,2 years,MORTGAGE,150000.0,Source Verified,Apr-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=44976189,,debt_consolidation,Debt consolidation,551xx,MN,26.52,0.0,Jun-1997,710.0,714.0,3.0,,,16.0,0.0,140780.0,86.8,24.0,w,0.0,0.0,7540.54,7540.54,6103.71,1142.09,0.0,294.74,53.0532,Mar-2017,314.2,,Mar-2019,534.0,530.0,0.0,,1.0,Individual,,,,0.0,0.0,460064.0,,,,,,,,,,,,154400.0,,,,3.0,28754.0,6381.0,86.7,0.0,0.0,195.0,213.0,1.0,1.0,3.0,1.0,,1.0,,0.0,3.0,9.0,4.0,4.0,7.0,11.0,14.0,9.0,16.0,0.0,0.0,0.0,2.0,100.0,75.0,0.0,0.0,530456.0,209915.0,47900.0,113256.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126468419,,11200.0,11200.0,11200.0, 36 months,7.97,350.82,A,A5,Service tech,< 1 year,MORTGAGE,55000.0,Source Verified,Jan-2018,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126468419,,debt_consolidation,Debt consolidation,583xx,ND,15.08,0.0,Jul-2006,760.0,764.0,0.0,,,11.0,0.0,3863.0,12.1,57.0,w,0.0,0.0,11932.6895336298,11932.69,11200.0,732.69,0.0,0.0,0.0,Dec-2018,8407.13,,Mar-2019,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,174674.0,0.0,2.0,3.0,5.0,10.0,28570.0,88.0,1.0,3.0,2397.0,50.0,31900.0,4.0,1.0,3.0,9.0,15879.0,21803.0,9.9,0.0,0.0,137.0,120.0,8.0,8.0,5.0,8.0,,10.0,,0.0,1.0,2.0,6.0,17.0,25.0,8.0,27.0,2.0,11.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,212334.0,32433.0,24200.0,32434.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
29043975,,32000.0,32000.0,32000.0, 36 months,7.12,989.83,A,A3,teacher,2 years,MORTGAGE,125000.0,Source Verified,Oct-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=29043975,,credit_card,Credit card refinancing,921xx,CA,17.35,0.0,Sep-1984,720.0,724.0,0.0,,,10.0,0.0,42424.0,92.0,17.0,f,0.0,0.0,35633.6301743982,35633.63,32000.0,3633.63,0.0,0.0,0.0,Oct-2017,989.58,,Jul-2018,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,359534.0,,,,,,,,,,,,46100.0,,,,1.0,35953.0,0.0,103.0,0.0,0.0,49.0,360.0,8.0,8.0,3.0,171.0,,,,0.0,1.0,5.0,1.0,2.0,3.0,6.0,11.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,414581.0,70622.0,12000.0,36481.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
123047782,,25000.0,25000.0,25000.0, 60 months,9.93,530.32,B,B2,Owner,8 years,OWN,160000.0,Not Verified,Nov-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=123047782,,small_business,Business,027xx,MA,10.94,0.0,Oct-2001,720.0,724.0,1.0,48.0,,11.0,0.0,0.0,0.0,21.0,w,19856.96,19856.96,7927.22,7927.22,5143.04,2784.18,0.0,0.0,0.0,Feb-2019,530.32,Apr-2019,Mar-2019,724.0,720.0,0.0,48.0,1.0,Individual,,,,0.0,0.0,46262.0,2.0,4.0,0.0,1.0,23.0,46262.0,59.0,2.0,4.0,0.0,47.0,19700.0,1.0,3.0,6.0,5.0,4206.0,8600.0,0.0,0.0,0.0,158.0,193.0,1.0,1.0,2.0,13.0,,1.0,,1.0,0.0,0.0,3.0,4.0,11.0,7.0,8.0,0.0,11.0,0.0,0.0,0.0,2.0,81.0,0.0,0.0,0.0,98641.0,46262.0,8600.0,78941.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
56473286,,7950.0,7950.0,7950.0, 36 months,15.61,277.98,D,D1,Crisis worker,6 years,RENT,50000.0,Not Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=56473286,,debt_consolidation,Debt consolidation,549xx,WI,24.99,1.0,Apr-1998,660.0,664.0,0.0,5.0,77.0,11.0,1.0,3556.0,27.8,22.0,w,0.0,0.0,9956.6618318924,9956.66,7950.0,2006.66,0.0,0.0,0.0,Mar-2018,1631.05,,Dec-2018,599.0,595.0,0.0,,1.0,Individual,,,,0.0,0.0,55857.0,,,,,,,,,,,,12800.0,,,,8.0,5078.0,3647.0,8.8,0.0,0.0,207.0,208.0,2.0,2.0,0.0,12.0,,12.0,,0.0,1.0,3.0,2.0,7.0,9.0,8.0,13.0,3.0,11.0,0.0,0.0,0.0,3.0,93.3,0.0,1.0,0.0,83545.0,55857.0,4000.0,70745.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
95322087,,20000.0,20000.0,20000.0, 36 months,10.49,649.96,B,B2,Military,9 years,MORTGAGE,66000.0,Source Verified,Dec-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=95322087,,credit_card,Credit card refinancing,997xx,AK,22.99,1.0,Mar-2005,695.0,699.0,0.0,22.0,,11.0,0.0,21421.0,69.1,14.0,w,0.0,0.0,22957.2155234679,22957.22,20000.0,2957.22,0.0,0.0,0.0,Dec-2018,8043.11,,Dec-2018,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,240697.0,0.0,2.0,1.0,1.0,7.0,28409.0,67.0,0.0,2.0,8001.0,68.0,31000.0,0.0,4.0,1.0,3.0,21882.0,4765.0,76.5,0.0,0.0,86.0,141.0,18.0,7.0,1.0,18.0,,7.0,22.0,0.0,3.0,4.0,5.0,5.0,5.0,8.0,8.0,4.0,11.0,0.0,0.0,0.0,1.0,85.7,40.0,0.0,0.0,272227.0,49830.0,20300.0,42248.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
79055234,,19800.0,19800.0,19800.0, 60 months,12.99,450.41,C,C2,Sales,7 years,MORTGAGE,45000.0,Not Verified,Jun-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=79055234,,credit_card,Credit card refinancing,064xx,CT,26.24,1.0,Sep-2004,680.0,684.0,2.0,13.0,,14.0,0.0,22556.0,70.9,20.0,w,0.0,0.0,25422.9800894721,25422.98,19800.0,5622.98,0.0,0.0,0.0,Mar-2019,10969.14,,Mar-2019,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,22973.0,1.0,1.0,0.0,0.0,36.0,417.0,7.0,1.0,2.0,3977.0,61.0,31800.0,0.0,0.0,2.0,2.0,1641.0,6244.0,75.4,0.0,0.0,140.0,138.0,4.0,4.0,0.0,17.0,13.0,3.0,13.0,0.0,9.0,12.0,9.0,9.0,3.0,13.0,17.0,12.0,14.0,0.0,0.0,0.0,1.0,95.0,88.9,0.0,0.0,37650.0,22973.0,25400.0,5850.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
83002166,,15000.0,15000.0,15000.0, 60 months,16.99,372.71,D,D1,Market Manager,< 1 year,MORTGAGE,80000.0,Source Verified,Jun-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=83002166,,debt_consolidation,Debt consolidation,018xx,MA,25.12,0.0,Dec-2004,700.0,704.0,0.0,,,15.0,0.0,29535.0,92.0,24.0,w,0.0,0.0,5296.67,5296.67,1346.76,2071.34,0.0,1878.57,338.1426,Apr-2017,372.71,,Sep-2017,554.0,550.0,0.0,,1.0,Individual,,,,0.0,0.0,349547.0,0.0,2.0,0.0,2.0,20.0,16170.0,58.0,0.0,0.0,5536.0,76.0,32100.0,0.0,1.0,0.0,2.0,23303.0,295.0,98.6,0.0,0.0,138.0,138.0,26.0,20.0,1.0,26.0,,20.0,,0.0,6.0,12.0,6.0,7.0,9.0,12.0,14.0,12.0,15.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,375704.0,45705.0,20900.0,27869.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78750713,,10000.0,10000.0,10000.0, 36 months,7.39,310.56,A,A4,Senior Officer,2 years,MORTGAGE,53627.0,Not Verified,May-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78750713,,debt_consolidation,Debt consolidation,923xx,CA,12.54,1.0,Apr-2004,675.0,679.0,1.0,4.0,,12.0,0.0,9441.0,35.1,16.0,w,0.0,0.0,10930.6536747304,10930.65,10000.0,930.65,0.0,0.0,0.0,Jan-2018,5040.27,,Aug-2018,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,255555.0,1.0,1.0,0.0,0.0,56.0,2617.0,16.0,1.0,4.0,1816.0,27.0,25700.0,0.0,2.0,1.0,6.0,23232.0,7934.0,30.8,0.0,0.0,103.0,144.0,3.0,3.0,4.0,3.0,,3.0,4.0,0.0,3.0,5.0,5.0,5.0,2.0,9.0,10.0,5.0,12.0,0.0,0.0,0.0,2.0,93.3,20.0,0.0,0.0,296585.0,12058.0,12200.0,16926.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67959149,,35000.0,35000.0,35000.0, 36 months,9.76,1125.42,B,B3,Sr. Supply Manager,8 years,MORTGAGE,109000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67959149,,debt_consolidation,Debt consolidation,175xx,PA,24.23,0.0,Mar-2000,715.0,719.0,0.0,,,13.0,0.0,46151.0,79.7,29.0,w,0.0,0.0,36264.13,36264.13,35000.0,1264.13,0.0,0.0,0.0,Apr-2016,32935.31,,May-2016,744.0,740.0,0.0,,1.0,Individual,,,,0.0,0.0,312490.0,1.0,3.0,1.0,2.0,4.0,32698.0,58.0,0.0,0.0,14182.0,69.0,57900.0,0.0,5.0,0.0,2.0,24038.0,2535.0,93.1,0.0,0.0,117.0,189.0,28.0,4.0,5.0,28.0,,,,0.0,4.0,7.0,4.0,9.0,7.0,8.0,16.0,7.0,13.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,364435.0,78849.0,36600.0,56535.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
81415446,,12900.0,12900.0,12900.0, 36 months,25.11,513.66,F,F1,Electrical designer,5 years,RENT,48000.0,Verified,Jun-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=81415446,,other,Other,284xx,NC,16.03,1.0,Sep-2009,670.0,674.0,0.0,1.0,,12.0,0.0,1684.0,6.4,18.0,f,0.0,0.0,4294.2,4294.2,1535.49,1528.47,0.0,1230.24,221.4432000063,Dec-2016,1027.32,,Jun-2017,499.0,0.0,0.0,,1.0,Individual,,,,1.0,0.0,20582.0,0.0,1.0,2.0,2.0,7.0,18898.0,95.0,2.0,4.0,1065.0,45.0,26300.0,0.0,0.0,1.0,6.0,1715.0,13789.0,7.5,0.0,63.0,81.0,68.0,9.0,7.0,0.0,26.0,,9.0,1.0,0.0,4.0,8.0,6.0,6.0,4.0,11.0,14.0,8.0,11.0,0.0,1.0,0.0,4.0,94.4,0.0,0.0,0.0,46300.0,20582.0,14900.0,20000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
4157110,,2000.0,2000.0,2000.0, 36 months,19.72,74.05,D,D5,NYC Housing Authority,3 years,RENT,31000.0,Source Verified,Apr-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=4157110,,credit_card,Credit Card Refinance,112xx,NY,10.37,0.0,Jun-2007,670.0,674.0,0.0,,,9.0,0.0,4423.0,79.0,10.0,f,0.0,0.0,2678.34,2678.34,2000.0,663.34,15.0,0.0,0.0,Feb-2016,219.69,,Mar-2019,579.0,575.0,0.0,,1.0,Individual,,,,0.0,0.0,17305.0,,,,,,,,,,,,5600.0,,,,2.0,1923.0,577.0,88.5,0.0,0.0,66.0,71.0,1.0,1.0,0.0,11.0,,11.0,,0.0,3.0,3.0,3.0,3.0,6.0,4.0,4.0,3.0,9.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,20100.0,17305.0,5000.0,14500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
125655532,,25000.0,25000.0,25000.0, 36 months,7.97,783.07,A,A5,RN,10+ years,OWN,115000.0,Source Verified,Dec-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=125655532,,debt_consolidation,Debt consolidation,714xx,LA,11.64,0.0,Apr-2002,695.0,699.0,0.0,50.0,,13.0,0.0,27815.0,54.4,25.0,w,15301.64,15301.64,11723.91,11723.91,9698.36,2025.55,0.0,0.0,0.0,Mar-2019,783.07,Apr-2019,Mar-2019,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,42549.0,0.0,2.0,0.0,0.0,63.0,14734.0,99.0,0.0,2.0,9517.0,64.0,51100.0,0.0,0.0,0.0,2.0,3273.0,17201.0,59.7,0.0,0.0,149.0,136.0,15.0,15.0,1.0,15.0,,,,0.0,7.0,10.0,8.0,9.0,10.0,11.0,14.0,10.0,13.0,0.0,0.0,0.0,0.0,92.0,37.5,0.0,0.0,66023.0,42549.0,42700.0,14923.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
84475230,,18000.0,18000.0,18000.0, 60 months,14.49,423.42,C,C4,Administration,1 year,MORTGAGE,63360.0,Source Verified,Jul-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=84475230,,credit_card,Credit card refinancing,800xx,CO,22.33,0.0,Aug-2009,690.0,694.0,1.0,,,16.0,0.0,18172.0,59.8,23.0,w,0.0,0.0,20341.107800635506,20341.11,18000.0,2341.11,0.0,0.0,0.0,Jun-2017,16121.4,,Mar-2019,599.0,595.0,0.0,,1.0,Individual,,,,0.0,0.0,156265.0,0.0,6.0,1.0,3.0,12.0,30815.0,75.0,2.0,4.0,7376.0,69.0,30400.0,1.0,0.0,4.0,7.0,9767.0,3216.0,83.8,0.0,0.0,82.0,83.0,11.0,11.0,1.0,11.0,,1.0,,0.0,4.0,5.0,4.0,5.0,12.0,9.0,10.0,5.0,16.0,0.0,0.0,0.0,3.0,100.0,75.0,0.0,0.0,182567.0,48987.0,19900.0,41102.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1110875,,21000.0,21000.0,21000.0, 60 months,17.27,524.96,D,D3,DRS Technologies,2 years,MORTGAGE,90000.0,Verified,Jan-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1110875,  Borrower added on 01/16/12 > Consolidate credit cards to pay them off quicker.<br>,credit_card,My Loan,714xx,LA,24.28,0.0,Oct-2000,695.0,699.0,3.0,,,10.0,0.0,21874.0,56.4,25.0,f,0.0,0.0,23325.4180566766,23325.42,21000.0,2325.42,0.0,0.0,0.0,Oct-2012,19654.75,,Jun-2018,629.0,625.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
135261274,,20000.0,20000.0,20000.0, 36 months,20.39,747.26,D,D4,Driver,8 years,RENT,74000.0,Verified,Jun-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=135261274,,debt_consolidation,Debt consolidation,109xx,NY,26.91,1.0,Dec-1998,660.0,664.0,0.0,16.0,,14.0,0.0,25231.0,47.3,23.0,w,16073.8,16073.8,6702.68,6702.68,3926.2,2776.48,0.0,0.0,0.0,Mar-2019,747.26,Apr-2019,Mar-2019,669.0,665.0,0.0,16.0,1.0,Individual,,,,0.0,1886.0,51256.0,0.0,2.0,0.0,4.0,14.0,26025.0,75.0,0.0,1.0,7997.0,58.0,53300.0,2.0,0.0,0.0,6.0,3661.0,8243.0,73.9,0.0,0.0,52.0,234.0,16.0,14.0,0.0,16.0,,13.0,36.0,1.0,7.0,11.0,7.0,8.0,8.0,12.0,14.0,11.0,14.0,0.0,0.0,1.0,0.0,91.3,42.9,0.0,0.0,88144.0,51256.0,31600.0,34844.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
21331281,,25000.0,25000.0,25000.0, 36 months,6.49,766.12,A,A2,VP of Performance Improvement,3 years,OWN,105000.0,Source Verified,Jul-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=21331281,,home_improvement,Home improvement,707xx,LA,9.26,0.0,May-1992,775.0,779.0,0.0,,,9.0,0.0,6159.0,35.4,27.0,w,0.0,0.0,27478.1287300109,27478.13,25000.0,2478.13,0.0,0.0,0.0,Dec-2016,6026.77,,Jan-2017,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,261879.0,,,,,,,,,,,,17400.0,,,,0.0,65470.0,9241.0,40.0,0.0,0.0,152.0,266.0,43.0,26.0,4.0,142.0,,,,0.0,1.0,1.0,2.0,8.0,7.0,7.0,16.0,1.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,335123.0,28286.0,15400.0,38723.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126846301,,30000.0,30000.0,30000.0, 36 months,10.42,973.95,B,B3,Machine Operator,10+ years,MORTGAGE,56000.0,Verified,Jan-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126846301,,other,Other,765xx,TX,21.28,0.0,Apr-1997,815.0,819.0,1.0,,,10.0,0.0,7535.0,19.3,24.0,w,19427.89,19427.89,13591.88,13591.88,10572.11,3019.77,0.0,0.0,0.0,Mar-2019,973.95,Apr-2019,Mar-2019,754.0,750.0,0.0,,1.0,Individual,,,,0.0,0.0,51280.0,0.0,1.0,1.0,1.0,8.0,39977.0,,0.0,0.0,3220.0,19.0,39000.0,2.0,0.0,2.0,1.0,5128.0,11642.0,33.5,0.0,0.0,145.0,249.0,25.0,8.0,4.0,29.0,,0.0,,0.0,2.0,4.0,3.0,6.0,3.0,8.0,17.0,4.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,138947.0,47512.0,17500.0,42203.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
141510455,,23000.0,23000.0,23000.0, 60 months,11.55,506.41,B,B4,Clinical Site Manager,2 years,RENT,60320.0,Not Verified,Oct-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=141510455,,debt_consolidation,Debt consolidation,032xx,NH,20.29,0.0,Sep-2010,715.0,719.0,0.0,,,9.0,0.0,7185.0,42.5,10.0,w,21547.13,21547.13,2517.29,2517.29,1452.87,1064.42,0.0,0.0,0.0,Mar-2019,506.41,Apr-2019,Mar-2019,804.0,800.0,0.0,,1.0,Individual,,,,0.0,0.0,78519.0,0.0,2.0,0.0,0.0,31.0,71334.0,61.0,1.0,1.0,2578.0,54.0,16900.0,0.0,0.0,0.0,1.0,8724.0,4443.0,58.9,0.0,0.0,97.0,81.0,10.0,10.0,0.0,52.0,,,,0.0,4.0,6.0,4.0,4.0,3.0,7.0,7.0,6.0,9.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,94716.0,78519.0,10800.0,77816.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
